douban_id,title,rating,rating_count,introduction,introduction_source,source_url,collected_at
25986180,釜山行,8.6,1370249,揭露人性的丧尸题材力作。,inq,https://movie.douban.com/subject/25986180/,2026-08-29 14:59:43
3287562,神偷奶爸,8.7,1061532,Mr. I Don't Care其实也有Care的时候。,inq,https://movie.douban.com/subject/3287562/,2026-08-29 14:59:43
25814707,小森林 冬春篇,9.0,426182,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,inq,https://movie.douban.com/subject/25814707/,2026-08-29 14:59:43
1303037,喜宴,9.0,441186,导演: 李安 Ang Lee 主演: 赵文瑄 Winston Chao / 归亚蕾 Ya-lei Kuei / 郎... 1993 / 中国台湾 美国 / 剧情 喜剧 爱情 同性 家庭,metadata,https://movie.douban.com/subject/1303037/,2026-08-29 14:59:43
5989818,萤火之森,8.8,622078,触不到的恋人。,inq,https://movie.douban.com/subject/5989818/,2026-08-29 14:59:46
4268598,告白,8.8,753843,没有一人完全善，也没有一人完全恶。,inq,https://movie.douban.com/subject/4268598/,2026-08-29 14:59:46
35426925,机器人之梦,9.1,463330,导演: 巴勃罗·贝格尔 Pablo Berger 主演: 伊万·拉班达 Ivan Labanda 2023 / 西班牙 法国 / 剧情 动画 音乐,metadata,https://movie.douban.com/subject/35426925/,2026-08-29 14:59:46
1295399,七武士,9.3,240930,导演: 黑泽明 Akira Kurosawa 主演: 三船敏郎 Toshirô Mifune / 志村乔 ... 1954 / 日本 / 动作 冒险 剧情,metadata,https://movie.douban.com/subject/1295399/,2026-08-29 14:59:46
4920389,头号玩家,8.6,1537545,写给影迷，动漫迷和游戏迷的一封情书。,inq,https://movie.douban.com/subject/4920389/,2026-08-29 14:59:46
3072124,玛丽和麦克斯,9.0,477057,你是我最好的朋友，你是我唯一的朋友 。,inq,https://movie.douban.com/subject/3072124/,2026-08-29 14:59:46
10463953,模仿游戏,8.8,729323,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,inq,https://movie.douban.com/subject/10463953/,2026-08-29 14:59:46
1293181,惊魂记,9.0,364453,导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock 主演: 安东尼·博金斯 Antho... 1960 / 美国 / 悬疑 惊悚 恐怖,metadata,https://movie.douban.com/subject/1293181/,2026-08-29 14:59:46
24733428,心灵奇旅,8.7,1162736,导演: 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers 主演: 杰米·... 2020 / 美国 / 动画 奇幻 音乐,metadata,https://movie.douban.com/subject/24733428/,2026-08-29 14:59:46
1291545,大鱼,8.8,634643,导演: 蒂姆·波顿 Tim Burton 主演: 伊万·麦克格雷格 Ewan McGregor / 阿... 2003 / 美国 / 剧情 爱情 奇幻 冒险,metadata,https://movie.douban.com/subject/1291545/,2026-08-29 14:59:46
1307856,背靠背，脸对脸,9.4,185923,导演: 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang 主演: 牛振华 Zhenhua N... 1994 / 中国大陆 中国香港 / 剧情,metadata,https://movie.douban.com/subject/1307856/,2026-08-29 14:59:46
26683290,你的名字。,8.5,1617457,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,inq,https://movie.douban.com/subject/26683290/,2026-08-29 14:59:46
26325320,血战钢锯岭,8.7,870872,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,inq,https://movie.douban.com/subject/26325320/,2026-08-29 14:59:46
1316510,射雕英雄传之东成西就,8.7,727370,导演: 刘镇伟 Jeffrey Lau 主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri... 1993 / 中国香港 / 喜剧 奇幻 武侠 古装,metadata,https://movie.douban.com/subject/1316510/,2026-08-29 14:59:46
1291992,末路狂花,9.0,361383,导演: 雷德利·斯科特 Ridley Scott 主演: 吉娜·戴维斯 Geena Davis / 苏... 1991 / 美国 英国 法国 / 剧情 喜剧 犯罪,metadata,https://movie.douban.com/subject/1291992/,2026-08-29 14:59:46
1422283,高山下的花环,9.5,168478,导演: 谢晋 Jin Xie 主演: 吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何... 1984(中国大陆) / 1985 / 中国大陆 / 剧情 战争,metadata,https://movie.douban.com/subject/1422283/,2026-08-29 14:59:46
1306861,我是山姆,9.0,382692,导演: 杰茜·尼尔森 Jessie Nelson 主演: Sean Penn / Dakota Fanning / Mi... 2001 / 美国 / 剧情 家庭,metadata,https://movie.douban.com/subject/1306861/,2026-08-29 14:59:46
4917726,阳光姐妹淘,8.8,646075,再多各自牛逼的时光，也比不上一起傻逼的岁月。,inq,https://movie.douban.com/subject/4917726/,2026-08-29 14:59:46
1302467,黑客帝国3：矩阵革命,8.8,504568,导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski ... 2003 / 美国 / 动作 科幻,metadata,https://movie.douban.com/subject/1302467/,2026-08-29 14:59:46
21360417,恐怖直播,8.7,738158,恐怖分子的“秋菊打官司”。,inq,https://movie.douban.com/subject/21360417/,2026-08-29 14:59:46
27119724,小丑,8.7,1137946,导演: 托德·菲利普斯 Todd Phillips 主演: 杰昆·菲尼克斯 Joaquin Phoeni... 2019 / 美国 加拿大 / 剧情 犯罪 惊悚,metadata,https://movie.douban.com/subject/27119724/,2026-08-29 14:59:46
1578507,谍影重重3,8.9,479610,像吃了苏打饼一样干脆的电影。,inq,https://movie.douban.com/subject/1578507/,2026-08-29 14:59:46
1307106,无间道2,8.8,579426,导演: 刘伟强 Andrew Lau / 麦兆辉 Alan Mak 主演: 陈冠希 Edison Chen / ... 2003 / 中国香港 / 剧情 犯罪 惊悚,metadata,https://movie.douban.com/subject/1307106/,2026-08-29 14:59:46
26611804,三块广告牌,8.7,932534,怼天怼地，你走后，她与世界为敌。,inq,https://movie.douban.com/subject/26611804/,2026-08-29 14:59:46
1417598,电锯惊魂,8.7,624565,真相就在眼前。,inq,https://movie.douban.com/subject/1417598/,2026-08-29 14:59:46
1793929,达拉斯买家俱乐部,8.8,513646,Jared Leto的腿比女人还美！,inq,https://movie.douban.com/subject/1793929/,2026-08-29 14:59:50
1907966,疯狂原始人,8.7,933174,老少皆宜，这就是好莱坞动画的魅力。,inq,https://movie.douban.com/subject/1907966/,2026-08-29 14:59:50
1862151,疯狂的石头,8.6,940351,中国版《两杆大烟枪》。,inq,https://movie.douban.com/subject/1862151/,2026-08-29 14:59:50
1300374,绿里奇迹,8.9,395664,导演: 弗兰克·德拉邦特 Frank Darabont 主演: 汤姆·汉克斯 Tom Hanks / ... 1999 / 美国 / 犯罪 剧情 奇幻 悬疑,metadata,https://movie.douban.com/subject/1300374/,2026-08-29 14:59:50
10808442,爱在午夜降临前,8.8,484896,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,inq,https://movie.douban.com/subject/10808442/,2026-08-29 14:59:50
1293460,雨中曲,9.1,274836,导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly 主演: 吉恩·... 1952 / 美国 / 喜剧 歌舞 爱情,metadata,https://movie.douban.com/subject/1293460/,2026-08-29 14:59:50
1292226,2001太空漫游,8.9,406476,导演: 斯坦利·库布里克 Stanley Kubrick 主演: 凯尔·杜拉 Keir Dullea / ... 1968 / 英国 美国 / 科幻 惊悚 冒险,metadata,https://movie.douban.com/subject/1292226/,2026-08-29 14:59:50
25895901,海街日记,8.8,532691,是枝裕和的家庭习作。,inq,https://movie.douban.com/subject/25895901/,2026-08-29 14:59:50
25917973,心迷宫,8.7,629568,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,inq,https://movie.douban.com/subject/25917973/,2026-08-29 14:59:50
1292208,上帝之城,9.0,338198,导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund &nbsp... 2002 / 巴西 法国 / 犯罪 剧情,metadata,https://movie.douban.com/subject/1292208/,2026-08-29 14:59:50
1291585,风之谷,8.9,398617,导演: 宫崎骏 Hayao Miyazaki 主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y... 1984 / 日本 / 动画 奇幻 冒险,metadata,https://movie.douban.com/subject/1291585/,2026-08-29 14:59:50
1304447,记忆碎片,8.7,720613,导演: 克里斯托弗·诺兰 Christopher Nolan 主演: 盖·皮尔斯 Guy Pearce /... 2000 / 美国 / 犯罪 剧情 悬疑 惊悚,metadata,https://movie.douban.com/subject/1304447/,2026-08-29 14:59:50
1297574,英雄本色,8.6,615433,导演: 吴宇森 John Woo 主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国... 1986 / 中国香港 / 剧情 动作 犯罪,metadata,https://movie.douban.com/subject/1297574/,2026-08-29 14:59:50
1295409,纵横四海,8.8,495986,导演: 吴宇森 John Woo 主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung... 1991 / 中国香港 / 剧情 喜剧 动作 犯罪,metadata,https://movie.douban.com/subject/1295409/,2026-08-29 14:59:50
3011051,恐怖游轮,8.5,1054732,不要企图在重复中寻找已经失去的爱。,inq,https://movie.douban.com/subject/3011051/,2026-08-29 14:59:50
6534248,无敌破坏王,8.7,621622,迪士尼和皮克斯拿错剧本的产物。,inq,https://movie.douban.com/subject/6534248/,2026-08-29 14:59:50
1297880,芙蓉镇,9.3,197290,导演: 谢晋 Jin Xie 主演: 刘晓庆 Xiaoqing Liu / 姜文 Wen Jiang / 郑在石... 1987 / 中国大陆 / 剧情 爱情,metadata,https://movie.douban.com/subject/1297880/,2026-08-29 14:59:50
1307811,魔女宅急便,8.8,533736,导演: 宫崎骏 Hayao Miyazaki 主演: 高山南 Minami Takayama / 佐久间玲 Re... 1989 / 日本 / 动画 奇幻 冒险,metadata,https://movie.douban.com/subject/1307811/,2026-08-29 14:59:50
1292329,牯岭街少年杀人事件,8.9,379496,导演: 杨德昌 Edward Yang 主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张... 1991 / 中国台湾 / 剧情 犯罪,metadata,https://movie.douban.com/subject/1292329/,2026-08-29 14:59:50
27622447,小偷家族,8.7,905680,我们组成了家。,inq,https://movie.douban.com/subject/27622447/,2026-08-29 14:59:50
1291822,卢旺达饭店,8.9,373196,当这个世界闭上双眼，他却敞开了怀抱。,inq,https://movie.douban.com/subject/1291822/,2026-08-29 14:59:50
1310177,东京教父,9.0,298400,导演: 今敏 Satoshi Kon 主演: 江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume... 2003 / 日本 / 剧情 喜剧 动画,metadata,https://movie.douban.com/subject/1310177/,2026-08-29 14:59:50
1291578,冰川时代,8.7,695115,导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge 主演... 2002 / 美国 / 喜剧 动画 冒险,metadata,https://movie.douban.com/subject/1291578/,2026-08-29 14:59:50
1959195,忠犬八公物语,9.2,222327,导演: 神山征二郎 Seijirô Kôyama 主演: 仲代达矢 Tatsuya Nakadai /... 1987 / 日本 / 剧情,metadata,https://movie.douban.com/subject/1959195/,2026-08-29 14:59:50
3792799,岁月神偷,8.7,618058,岁月流逝，来日可追。,inq,https://movie.douban.com/subject/3792799/,2026-08-29 14:59:50
1867345,遗愿清单,8.7,550830,用剩余不多的时间，去燃烧整个生命。,inq,https://movie.douban.com/subject/1867345/,2026-08-29 14:59:53
2133323,白日梦想家,8.6,669847,导演: 本·斯蒂勒 Ben Stiller 主演: 本·斯蒂勒 Ben Stiller / 克里斯汀·... 2013 / 美国 英国 / 剧情 喜剧 冒险,metadata,https://movie.douban.com/subject/2133323/,2026-08-29 14:59:53
27059130,大佛普拉斯,8.7,565973,人们可以登上月球，却永远无法探索人们内心的宇宙。,inq,https://movie.douban.com/subject/27059130/,2026-08-29 14:59:53
34874432,花束般的恋爱,8.6,851735,导演: 土井裕泰 Nobuhiro Doi 主演: 菅田将晖 Masaki Suda / 有村架纯 Kasu... 2021 / 日本 / 剧情 爱情,metadata,https://movie.douban.com/subject/34874432/,2026-08-29 14:59:53
3075287,源代码,8.6,940963,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,inq,https://movie.douban.com/subject/3075287/,2026-08-29 14:59:53
25934014,爱乐之城,8.4,1146824,导演: 达米恩·查泽雷 Damien Chazelle 主演: 瑞恩·高斯林 Ryan Gosling /... 2016 / 美国 / 剧情 爱情 歌舞,metadata,https://movie.douban.com/subject/25934014/,2026-08-29 14:59:53
24750126,荒蛮故事,8.7,526847,始于荒诞，止于更荒诞。,inq,https://movie.douban.com/subject/24750126/,2026-08-29 14:59:53
3592854,疯狂的麦克斯4：狂暴之路,8.7,628435,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,inq,https://movie.douban.com/subject/3592854/,2026-08-29 14:59:53
1308857,可可西里,8.9,352184,坚硬的信仰。,inq,https://movie.douban.com/subject/1308857/,2026-08-29 14:59:53
4848115,你看起来好像很好吃,8.9,381984,感情不分食草或者食肉。,inq,https://movie.douban.com/subject/4848115/,2026-08-29 14:59:53
5300054,波西米亚狂想曲,8.6,702024,导演: 布莱恩·辛格 Bryan Singer 主演: 拉米·马雷克 Rami Malek / 本·哈... 2018 / 英国 美国 / 剧情 传记 同性 音乐,metadata,https://movie.douban.com/subject/5300054/,2026-08-29 14:59:53
2209573,贫民窟的百万富翁,8.6,814677,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,inq,https://movie.douban.com/subject/2209573/,2026-08-29 14:59:53
1293908,城市之光,9.3,176816,导演: 查理·卓别林 Charles Chaplin 主演: 查理·卓别林 Charles Chaplin ... 1931 / 美国 / 喜剧 剧情 爱情,metadata,https://movie.douban.com/subject/1293908/,2026-08-29 14:59:53
1293323,大红灯笼高高挂,8.8,385694,导演: 张艺谋 Yimou Zhang 主演: 巩俐 Li Gong / 马精武 Jingwu Ma / 何赛... 1991 / 中国大陆 中国香港 中国台湾 / 剧情,metadata,https://movie.douban.com/subject/1293323/,2026-08-29 14:59:53
2051007,哈利·波特与死亡圣器(上),8.6,710797,最忠于原著的一部。,inq,https://movie.douban.com/subject/2051007/,2026-08-29 14:59:53
1438652,无耻混蛋,8.7,574806,昆汀同学越来越变态了，比北野武还杜琪峰。,inq,https://movie.douban.com/subject/1438652/,2026-08-29 14:59:53
25773932,爆裂鼓手,8.6,703791,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,inq,https://movie.douban.com/subject/25773932/,2026-08-29 14:59:53
1291844,终结者2：审判日,8.8,393902,导演: 詹姆斯·卡梅隆 James Cameron 主演: 阿诺·施瓦辛格 Arnold Schwarz... 1991 / 美国 法国 / 动作 科幻,metadata,https://movie.douban.com/subject/1291844/,2026-08-29 14:59:53
1303394,青蛇,8.6,609674,导演: 徐克 Hark Tsui 主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ... 1993 / 中国香港 中国大陆 / 剧情 爱情 奇幻 古装,metadata,https://movie.douban.com/subject/1303394/,2026-08-29 14:59:53
1292328,东邪西毒,8.6,643134,导演: 王家卫 Kar Wai Wong 主演: 张国荣 Leslie Cheung / 林青霞 Brigitte... 1994 / 中国香港 中国台湾 / 剧情 动作 爱情 武侠 古装,metadata,https://movie.douban.com/subject/1292328/,2026-08-29 14:59:53
1978709,黑天鹅,8.6,856864,黑暗之美。,inq,https://movie.douban.com/subject/1978709/,2026-08-29 14:59:53
1292287,新龙门客栈,8.7,519376,导演: 李惠民 Raymond Lee 主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ... 1992 / 中国香港 中国大陆 / 动作 爱情 武侠 古装,metadata,https://movie.douban.com/subject/1292287/,2026-08-29 14:59:53
4739952,初恋这件小事,8.5,1062024,黑小鸭速效美白记。,inq,https://movie.douban.com/subject/4739952/,2026-08-29 14:59:53
1300117,千钧一发,8.8,360259,导演: 安德鲁·尼科尔 Andrew Niccol 主演: 伊桑·霍克 Ethan Hawke / 乌玛... 1997 / 美国 / 剧情 科幻 惊悚,metadata,https://movie.douban.com/subject/1300117/,2026-08-29 14:59:53
1302827,人工智能,8.7,512568,导演: 史蒂文·斯皮尔伯格 Steven Spielberg 主演: 海利·乔·奥斯蒙 Haley... 2001 / 美国 / 剧情 科幻,metadata,https://movie.douban.com/subject/1302827/,2026-08-29 14:59:53
1959877,崖上的波妞,8.6,585981,导演: 宫崎骏 Hayao Miyazaki 主演: 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir... 2008 / 日本 / 动画 奇幻 冒险,metadata,https://movie.douban.com/subject/1959877/,2026-08-29 14:59:57
1296909,虎口脱险,8.9,302105,导演: 杰拉尔·乌里 Gérard Oury 主演: 路易·德·菲耐斯 Louis de Funès... 1966 / 法国 英国 / 喜剧 战争,metadata,https://movie.douban.com/subject/1296909/,2026-08-29 14:59:57
25807345,彗星来的那一夜,8.6,702610,小成本大魅力。,inq,https://movie.douban.com/subject/25807345/,2026-08-29 14:59:57
1457217,哈利·波特与凤凰社,8.6,711159,导演: 大卫·叶茨 David Yates 主演: 丹尼尔·雷德克里夫 Daniel Radcliffe... 2007 / 英国 美国 / 奇幻 冒险,metadata,https://movie.douban.com/subject/1457217/,2026-08-29 14:59:57
1291870,雨人,8.7,448573,导演: 巴瑞·莱文森 Barry Levinson 主演: 达斯汀·霍夫曼 Dustin Hoffman ... 1988 / 美国 / 剧情,metadata,https://movie.douban.com/subject/1291870/,2026-08-29 14:59:57
25980443,海边的曼彻斯特,8.6,668436,我们都有权利不与自己的过去和解。,inq,https://movie.douban.com/subject/25980443/,2026-08-29 14:59:57
1291879,罗生门,8.8,364660,导演: 黑泽明 Akira Kurosawa 主演: 三船敏郎 Toshirô Mifune / 京町子 ... 1950 / 日本 / 剧情 犯罪 悬疑,metadata,https://movie.douban.com/subject/1291879/,2026-08-29 14:59:57
25864085,火星救援,8.5,856622,导演: 雷德利·斯科特 Ridley Scott 主演: 马特·达蒙 Matt Damon / 杰西卡... 2015 / 英国 美国 匈牙利 约旦 / 剧情 科幻 冒险,metadata,https://movie.douban.com/subject/25864085/,2026-08-29 14:59:57
1309163,恋恋笔记本,8.5,761041,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。,inq,https://movie.douban.com/subject/1309163/,2026-08-29 14:59:57
4202982,冰雪奇缘,8.5,852965,导演: 克里斯·巴克 Chris Buck / 珍妮弗·李 Jennifer Lee 主演: 克里斯汀... 2013 / 美国 / 喜剧 动画 奇幻 歌舞,metadata,https://movie.douban.com/subject/4202982/,2026-08-29 14:59:57
1292401,真爱至上,8.5,816207,导演: 理查德·柯蒂斯 Richard Curtis 主演: 休·格兰特 Hugh Grant / 连姆... 2003 / 英国 美国 法国 / 喜剧 剧情 爱情,metadata,https://movie.douban.com/subject/1292401/,2026-08-29 14:59:57
1304141,黑客帝国2：重装上阵,8.7,463516,导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski ... 2003 / 美国 / 动作 科幻,metadata,https://movie.douban.com/subject/1304141/,2026-08-29 14:59:57
2222996,步履不停,8.8,335342,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,inq,https://movie.douban.com/subject/2222996/,2026-08-29 14:59:57
26374197,蜘蛛侠：平行宇宙,8.6,772345,导演: 鲍勃·佩尔西凯蒂 Bob Persichetti / 彼得·拉姆齐 Peter Ramsey 主... 2018 / 美国 / 动作 科幻 动画 冒险,metadata,https://movie.douban.com/subject/26374197/,2026-08-29 14:59:57
1307394,千年女优,8.8,324422,导演: 今敏 Satoshi Kon 主演: 庄司美代子 Miyoko Shôji / 小山茉美 Mam... 2001 / 日本 / 动画 剧情 爱情,metadata,https://movie.douban.com/subject/1307394/,2026-08-29 14:59:57
26787574,奇迹男孩,8.6,607744,世界不完美，爱会有奇迹。,inq,https://movie.douban.com/subject/26787574/,2026-08-29 14:59:57
1308767,谍影重重2,8.7,408298,谁说王家卫镜头很晃？,inq,https://movie.douban.com/subject/1308767/,2026-08-29 14:59:57
1419936,战争之王,8.7,422162,做一颗让别人需要你的棋子。,inq,https://movie.douban.com/subject/1419936/,2026-08-29 14:59:57
1291936,攻壳机动队,9.0,225160,导演: 押井守 Mamoru Oshii 主演: 田中敦子 Atsuko Tanaka / 大冢明夫 Akio... 1995 / 日本 / 动作 科幻 动画,metadata,https://movie.douban.com/subject/1291936/,2026-08-29 14:59:57
1428175,血钻,8.7,428143,每个美丽事物背后都是滴血的现实。,inq,https://movie.douban.com/subject/1428175/,2026-08-29 14:59:57
25977027,小姐,8.6,592755,导演: 朴赞郁 Chan-wook Park 主演: 金敏喜 Min-hee Kim / 金泰梨 Tae-ri K... 2016 / 韩国 / 剧情 悬疑 情色 同性,metadata,https://movie.douban.com/subject/25977027/,2026-08-29 14:59:57
27113517,血观音,8.6,582158,导演: 杨雅喆 Ya-che Yang 主演: 惠英红 Kara Wai Ying Hung / 吴可熙 Wu K... 2017 / 中国台湾 / 剧情 悬疑,metadata,https://movie.douban.com/subject/27113517/,2026-08-29 14:59:57
26615208,隐藏人物,8.9,280185,导演: 特奥多尔·梅尔菲 Theodore Melfi 主演: 塔拉吉·P·汉森 Taraji P. ... 2016 / 美国 / 剧情 传记 历史,metadata,https://movie.douban.com/subject/26615208/,2026-08-29 14:59:57
1293964,魂断蓝桥,8.8,315240,导演: 茂文·勒鲁瓦 Mervyn LeRoy 主演: 费雯·丽 Vivien Leigh / 罗伯特·... 1940 / 美国 / 剧情 爱情 战争,metadata,https://movie.douban.com/subject/1293964/,2026-08-29 14:59:57
25724855,房间,8.7,404531,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,inq,https://movie.douban.com/subject/25724855/,2026-08-29 14:59:57
